,MSE,MAE,R2,RMSE,feature_engineering_applied,lagged,scaled,normalized,simple_short_lag,simple_medium_lag,simple_seasonal_lag,rolling_short,rolling_medium,feature_engineering,scaler,normalizer,model,model_family
78,1.7975646563851009,1.0175936179023006,0.7839319759004308,1.3407328803251977,1,1,1,0,1,1,1,1,1,PolynomialFeatures,MinMaxScaler,None,LinearRegression,Linear
79,1.872527055022121,1.0336479851576028,0.7749214642074399,1.3684031039946236,1,1,1,0,1,1,1,1,1,PolynomialFeatures,MinMaxScaler,None,Lasso,Linear
80,2.189946154053048,1.123718304636459,0.7369914505425823,1.4798466657235294,1,1,1,0,0,0,0,1,0,PolynomialFeatures,MinMaxScaler,None,LinearRegression,Linear
81,2.324565031074165,1.154305265899685,0.7208239682922161,1.5246524295963866,1,1,1,0,0,0,0,1,0,PolynomialFeatures,MinMaxScaler,None,Lasso,Linear
82,1.7826073019537565,1.0129838124566275,0.7857513402171816,1.335143176574616,1,1,1,0,1,1,0,1,1,PolynomialFeatures,MinMaxScaler,None,LinearRegression,Linear
83,1.878487662952948,1.0351033143494224,0.7742276362465678,1.3705793165493736,1,1,1,0,1,1,0,1,1,PolynomialFeatures,MinMaxScaler,None,Lasso,Linear
84,6.347515998261139,1.9662808283688635,0.2375200031606082,2.51942771245002,0,0,1,0,0,0,0,0,0,None,MinMaxScaler,None,LinearRegression,Linear
85,6.351501141508912,1.9684093969497072,0.2370412974729346,2.520218470987964,0,0,1,0,0,0,0,0,0,None,MinMaxScaler,None,Lasso,Linear
86,1.9134088594181204,1.0445027472134525,0.7701994214026201,1.3832602283800834,0,1,1,0,1,0,0,0,0,None,MinMaxScaler,None,LinearRegression,Linear
87,1.9299557559500944,1.0503619665444202,0.7682121376193753,1.3892284750717192,0,1,1,0,1,0,0,0,0,None,MinMaxScaler,None,Lasso,Linear
88,1.903707593036704,1.042066379966613,0.7711735504869283,1.379749105104513,0,1,1,0,1,1,1,0,0,None,MinMaxScaler,None,LinearRegression,Linear
89,1.924380041459374,1.049206534071986,0.768688713533709,1.3872202570101744,0,1,1,0,1,1,1,0,0,None,MinMaxScaler,None,Lasso,Linear
90,1.903348366372405,1.0419072695414535,0.7712167296823376,1.3796189207068756,0,1,1,0,1,1,1,1,1,None,MinMaxScaler,None,LinearRegression,Linear
91,1.923198212492338,1.0486560222844334,0.7688307698702219,1.3867942213941973,0,1,1,0,1,1,1,1,1,None,MinMaxScaler,None,Lasso,Linear
92,2.395971617163343,1.171190737545332,0.7122481671957996,1.5478926374795323,0,1,1,0,0,0,0,1,0,None,MinMaxScaler,None,LinearRegression,Linear
93,2.400184615955179,1.174807146510324,0.7117421937045996,1.5492529218804718,0,1,1,0,0,0,0,1,0,None,MinMaxScaler,None,Lasso,Linear
94,1.9096404678466523,1.0436737935048035,0.770483431513626,1.3818974158187909,0,1,1,0,1,1,0,1,1,None,MinMaxScaler,None,LinearRegression,Linear
95,1.929459018202216,1.0501016721886067,0.7681014723194367,1.3890496816896851,0,1,1,0,1,1,0,1,1,None,MinMaxScaler,None,Lasso,Linear
96,5.671974024102429,1.8325375924197065,0.318667847839143,2.381590649986355,1,0,1,1,0,0,0,0,0,PolynomialFeatures,RobustScaler,Normalizer,LinearRegression,Linear
97,5.823443007776688,1.8684190067374624,0.3004730027651245,2.4131810971778904,1,0,1,1,0,0,0,0,0,PolynomialFeatures,RobustScaler,Normalizer,Lasso,Linear
98,1.839733593072144,1.0297475171237362,0.779047827612974,1.35636779417389,1,1,1,1,1,0,0,0,0,PolynomialFeatures,RobustScaler,Normalizer,LinearRegression,Linear
99,2.0387559684383025,1.0773087684460496,0.7551452221725056,1.4278501211395762,1,1,1,1,1,0,0,0,0,PolynomialFeatures,RobustScaler,Normalizer,Lasso,Linear
100,1.8359639639782364,1.0306737416156615,0.779316363055035,1.3549774772955587,1,1,1,1,1,1,1,0,0,PolynomialFeatures,RobustScaler,Normalizer,LinearRegression,Linear
101,2.074880961066853,1.088095042385043,0.7505984400021016,1.440444709479282,1,1,1,1,1,1,1,0,0,PolynomialFeatures,RobustScaler,Normalizer,Lasso,Linear
102,1.8571142647160013,1.0386455650762856,0.776774088053528,1.362759797145484,1,1,1,1,1,1,1,1,1,PolynomialFeatures,RobustScaler,Normalizer,LinearRegression,Linear
103,2.129806377425167,1.1016961509406156,0.7439963819658402,1.4593856164239687,1,1,1,1,1,1,1,1,1,PolynomialFeatures,RobustScaler,Normalizer,Lasso,Linear
104,2.2356845519861737,1.1349843712551932,0.7314983521517229,1.4952205696773215,1,1,1,1,0,0,0,1,0,PolynomialFeatures,RobustScaler,Normalizer,LinearRegression,Linear
105,2.40826883512512,1.173946890018788,0.7107712936879726,1.55185979879792,1,1,1,1,0,0,0,1,0,PolynomialFeatures,RobustScaler,Normalizer,Lasso,Linear
106,1.8563276924067185,1.0392329269835718,0.7768910069088291,1.362471171220411,1,1,1,1,1,1,0,1,1,PolynomialFeatures,RobustScaler,Normalizer,LinearRegression,Linear
107,2.1465385970601822,1.1051390406816617,0.7420110323298981,1.4651070258039791,1,1,1,1,1,1,0,1,1,PolynomialFeatures,RobustScaler,Normalizer,Lasso,Linear
108,6.430917043535126,1.9899533721892155,0.2275016544468229,2.535925283507999,0,0,1,1,0,0,0,0,0,None,RobustScaler,Normalizer,LinearRegression,Linear
109,6.4190423314468905,1.9880619304754985,0.2289280754968818,2.533582904001148,0,0,1,1,0,0,0,0,0,None,RobustScaler,Normalizer,Lasso,Linear
110,2.554797165705053,1.2087567655399842,0.693168627296674,1.598373287347187,0,1,1,1,1,0,0,0,0,None,RobustScaler,Normalizer,LinearRegression,Linear
111,2.5644044427532835,1.2079665589469617,0.6920147924466042,1.6013757968550928,0,1,1,1,1,0,0,0,0,None,RobustScaler,Normalizer,Lasso,Linear
112,2.376014716139036,1.1683681715183016,0.7144020365976331,1.5414326829735496,0,1,1,1,1,1,1,0,0,None,RobustScaler,Normalizer,LinearRegression,Linear
113,2.3915789749093133,1.171105471764073,0.7125312061787534,1.5464730760376375,0,1,1,1,1,1,1,0,0,None,RobustScaler,Normalizer,Lasso,Linear
114,2.376789221175568,1.174715009190055,0.7143089407680593,1.5416838914562117,0,1,1,1,1,1,1,1,1,None,RobustScaler,Normalizer,LinearRegression,Linear
115,2.448856277214288,1.180963137367586,0.7056464504672803,1.564882192759023,0,1,1,1,1,1,1,1,1,None,RobustScaler,Normalizer,Lasso,Linear
116,2.837738035524711,1.291327332745578,0.6591928239504024,1.6845587064643106,0,1,1,1,0,0,0,1,0,None,RobustScaler,Normalizer,LinearRegression,Linear
117,2.836571642089851,1.2904169972684174,0.659332905680189,1.6842124694021985,0,1,1,1,0,0,0,1,0,None,RobustScaler,Normalizer,Lasso,Linear
118,2.486043014439528,1.2000331929797206,0.701206550976013,1.5767190664286164,0,1,1,1,1,1,0,1,1,None,RobustScaler,Normalizer,LinearRegression,Linear
119,2.5663171572558805,1.205760931831289,0.6915585328764752,1.6019728952937626,0,1,1,1,1,1,0,1,1,None,RobustScaler,Normalizer,Lasso,Linear
120,5.688952891544362,1.833372383621297,0.3166283024804535,2.3851525929265747,1,0,1,0,0,0,0,0,0,PolynomialFeatures,RobustScaler,None,LinearRegression,Linear
121,5.741117628624195,1.852379759774288,0.3103621396894254,2.3960629433769465,1,0,1,0,0,0,0,0,0,PolynomialFeatures,RobustScaler,None,Lasso,Linear
122,1.784931976654796,1.0123055626253687,0.7856295067448497,1.3360134642490682,1,1,1,0,1,0,0,0,0,PolynomialFeatures,RobustScaler,None,LinearRegression,Linear
123,1.8384163931144133,1.025110540900552,0.77920602344808,1.3558821457318528,1,1,1,0,1,0,0,0,0,PolynomialFeatures,RobustScaler,None,Lasso,Linear
124,1.7886351514205487,1.0152510826771295,0.7850053061347702,1.337398650896788,1,1,1,0,1,1,1,0,0,PolynomialFeatures,RobustScaler,None,LinearRegression,Linear
125,1.825870997002065,1.0223174251298168,0.7805295419101584,1.3512479406097406,1,1,1,0,1,1,1,0,0,PolynomialFeatures,RobustScaler,None,Lasso,Linear
126,1.7975646563320962,1.0175936178790237,0.783931975906802,1.3407328803054306,1,1,1,0,1,1,1,1,1,PolynomialFeatures,RobustScaler,None,LinearRegression,Linear
127,1.8227999643294244,1.0216086488475022,0.7808986813228442,1.3501110933287763,1,1,1,0,1,1,1,1,1,PolynomialFeatures,RobustScaler,None,Lasso,Linear
128,2.1899461540508605,1.123718304635714,0.736991450542845,1.4798466657227904,1,1,1,0,0,0,0,1,0,PolynomialFeatures,RobustScaler,None,LinearRegression,Linear
129,2.263841740951602,1.1370039259860891,0.7281167249766027,1.5046068393276704,1,1,1,0,0,0,0,1,0,PolynomialFeatures,RobustScaler,None,Lasso,Linear
130,1.7826073018517956,1.0129838124146504,0.785751340229436,1.3351431765364326,1,1,1,0,1,1,0,1,1,PolynomialFeatures,RobustScaler,None,LinearRegression,Linear
131,1.8278760894862516,1.0225242705451048,0.7803105585889452,1.35198967802504,1,1,1,0,1,1,0,1,1,PolynomialFeatures,RobustScaler,None,Lasso,Linear
132,6.347515998261147,1.9662808283688653,0.2375200031606072,2.519427712450021,0,0,1,0,0,0,0,0,0,None,RobustScaler,None,LinearRegression,Linear
133,6.327832680797055,1.9635087549155992,0.2398844140328163,2.5155183721843604,0,0,1,0,0,0,0,0,0,None,RobustScaler,None,Lasso,Linear
134,1.91340885941812,1.0445027472134525,0.7701994214026202,1.3832602283800832,0,1,1,0,1,0,0,0,0,None,RobustScaler,None,LinearRegression,Linear
135,1.9150324102155836,1.0453773328449114,0.7700044328037106,1.3838469605471493,0,1,1,0,1,0,0,0,0,None,RobustScaler,None,Lasso,Linear
136,1.903707593036704,1.0420663799666128,0.7711735504869284,1.3797491051045128,0,1,1,0,1,1,1,0,0,None,RobustScaler,None,LinearRegression,Linear
137,1.9058951535483768,1.043313219196447,0.7709106047977834,1.380541616014663,0,1,1,0,1,1,1,0,0,None,RobustScaler,None,Lasso,Linear
138,1.903348366372405,1.0419072695414535,0.7712167296823376,1.3796189207068756,0,1,1,0,1,1,1,1,1,None,RobustScaler,None,LinearRegression,Linear
139,1.905775178821344,1.0432049699324182,0.7709250258101904,1.3804981632806843,0,1,1,0,1,1,1,1,1,None,RobustScaler,None,Lasso,Linear
140,2.3959716171633443,1.1711907375453323,0.7122481671957995,1.5478926374795328,0,1,1,0,0,0,0,1,0,None,RobustScaler,None,LinearRegression,Linear
141,2.3940570987193888,1.1711504378146935,0.7124780973782938,1.5472740864886831,0,1,1,0,0,0,0,1,0,None,RobustScaler,None,Lasso,Linear
142,1.9096404678466528,1.0436737935048042,0.770483431513626,1.381897415818791,0,1,1,0,1,1,0,1,1,None,RobustScaler,None,LinearRegression,Linear
143,1.9119621044943975,1.0447652620545502,0.7702043977972619,1.3827371783872733,0,1,1,0,1,1,0,1,1,None,RobustScaler,None,Lasso,Linear
144,5.606797198847024,1.831089121368909,0.3264970562300092,2.3678676480848804,1,0,1,1,0,0,0,0,0,PolynomialFeatures,PowerTransformer,Normalizer,LinearRegression,Linear
145,5.763343566774091,1.859658114943965,0.3076923026610623,2.400696475353369,1,0,1,1,0,0,0,0,0,PolynomialFeatures,PowerTransformer,Normalizer,Lasso,Linear
146,1.905143376096505,1.0480278033705075,0.7711921067036968,1.380269312886621,1,1,1,1,1,0,0,0,0,PolynomialFeatures,PowerTransformer,Normalizer,LinearRegression,Linear
147,2.3424161685636613,1.1548636192170008,0.7186756044312014,1.5304953997198625,1,1,1,1,1,0,0,0,0,PolynomialFeatures,PowerTransformer,Normalizer,Lasso,Linear
148,1.885741834804019,1.0438016098996723,0.7733330421463789,1.373223155500962,1,1,1,1,1,1,1,0,0,PolynomialFeatures,PowerTransformer,Normalizer,LinearRegression,Linear
149,2.364455605403398,1.1596065761112098,0.7157914465463244,1.537678641785532,1,1,1,1,1,1,1,0,0,PolynomialFeatures,PowerTransformer,Normalizer,Lasso,Linear
150,1.8494304686269087,1.032773146462976,0.7776976835596239,1.359937670861025,1,1,1,1,1,1,1,1,1,PolynomialFeatures,PowerTransformer,Normalizer,LinearRegression,Linear
151,2.408726183150072,1.1668747678242892,0.7104701045709507,1.5520071466169452,1,1,1,1,1,1,1,1,1,PolynomialFeatures,PowerTransformer,Normalizer,Lasso,Linear
152,2.2290653778256813,1.1358289145020388,0.7322933029277203,1.4930054848612182,1,1,1,1,0,0,0,1,0,PolynomialFeatures,PowerTransformer,Normalizer,LinearRegression,Linear
153,2.648487400063347,1.2446219212273626,0.6819214810109733,1.6274174019173284,1,1,1,1,0,0,0,1,0,PolynomialFeatures,PowerTransformer,Normalizer,Lasso,Linear
154,1.8436040032611551,1.03072417823672,0.7784202463234452,1.3577937999789051,1,1,1,1,1,1,0,1,1,PolynomialFeatures,PowerTransformer,Normalizer,LinearRegression,Linear
155,2.431241958076914,1.170312354267355,0.7077930004242479,1.559244034164285,1,1,1,1,1,1,0,1,1,PolynomialFeatures,PowerTransformer,Normalizer,Lasso,Linear
156,6.335590320121928,1.975843911900916,0.2389525463841911,2.517059856285092,0,0,1,1,0,0,0,0,0,None,PowerTransformer,Normalizer,LinearRegression,Linear
157,6.327787308927979,1.9733696715908695,0.2398898642187787,2.515509353774694,0,0,1,1,0,0,0,0,0,None,PowerTransformer,Normalizer,Lasso,Linear
158,2.4728104462290825,1.1913739524637497,0.703015239786285,1.572517232410851,0,1,1,1,1,0,0,0,0,None,PowerTransformer,Normalizer,LinearRegression,Linear
159,2.4782812749450747,1.191812240383401,0.7023581927583307,1.5742557844724836,0,1,1,1,1,0,0,0,0,None,PowerTransformer,Normalizer,Lasso,Linear
160,2.425212189382613,1.1813484715692566,0.7084884797212935,1.5573092786542475,0,1,1,1,1,1,1,0,0,None,PowerTransformer,Normalizer,LinearRegression,Linear
161,2.439812860686069,1.184627621649475,0.706733472919252,1.561990032198051,0,1,1,1,1,1,1,0,0,None,PowerTransformer,Normalizer,Lasso,Linear
162,2.396757752728881,1.1742684396157457,0.7119087149171734,1.5481465540215762,0,1,1,1,1,1,1,1,1,None,PowerTransformer,Normalizer,LinearRegression,Linear
163,2.476171891603138,1.1908594168450903,0.7023631021843131,1.5735856797782375,0,1,1,1,1,1,1,1,1,None,PowerTransformer,Normalizer,Lasso,Linear
164,2.826302014394614,1.2924229835822996,0.6605662692853138,1.681160912701284,0,1,1,1,0,0,0,1,0,None,PowerTransformer,Normalizer,LinearRegression,Linear
165,2.825984431864764,1.292172876701322,0.6606044103694471,1.6810664567068023,0,1,1,1,0,0,0,1,0,None,PowerTransformer,Normalizer,Lasso,Linear
166,2.4555809027757465,1.1891146502066976,0.7048677424178783,1.5670293241594897,0,1,1,1,1,1,0,1,1,None,PowerTransformer,Normalizer,LinearRegression,Linear
167,2.533684704626636,1.2023337735111934,0.6954805740537884,1.5917552276109024,0,1,1,1,1,1,0,1,1,None,PowerTransformer,Normalizer,Lasso,Linear
168,5.638820107210405,1.8378574709748376,0.322650381865677,2.3746199921693587,1,0,1,0,0,0,0,0,0,PolynomialFeatures,PowerTransformer,None,LinearRegression,Linear
169,5.802164286979047,1.8676107193597815,0.3030290576015324,2.408768209475342,1,0,1,0,0,0,0,0,0,PolynomialFeatures,PowerTransformer,None,Lasso,Linear
170,1.8393871873543608,1.0309282239128232,0.7790894309712861,1.3562400920760165,1,1,1,0,1,0,0,0,0,PolynomialFeatures,PowerTransformer,None,LinearRegression,Linear
171,1.9382356433781769,1.0566327261590658,0.7672177223837977,1.3922053165313573,1,1,1,0,1,0,0,0,0,PolynomialFeatures,PowerTransformer,None,Lasso,Linear
172,1.8202587012500728,1.0259056125822503,0.7812041422086724,1.3491696339786456,1,1,1,0,1,1,1,0,0,PolynomialFeatures,PowerTransformer,None,LinearRegression,Linear
173,1.8927933680961333,1.0446501499711718,0.7724854448931243,1.3757882715360432,1,1,1,0,1,1,1,0,0,PolynomialFeatures,PowerTransformer,None,Lasso,Linear
174,1.7914484278659983,1.016727482911123,0.7846671491284811,1.3384500094758855,1,1,1,0,1,1,1,1,1,PolynomialFeatures,PowerTransformer,None,LinearRegression,Linear
175,1.8412270360758096,1.0281062994467711,0.778683739585956,1.356918212743793,1,1,1,0,1,1,1,1,1,PolynomialFeatures,PowerTransformer,None,Lasso,Linear
176,2.21704716602799,1.13223598939344,0.7337366683027697,1.488975206653217,1,1,1,0,0,0,0,1,0,PolynomialFeatures,PowerTransformer,None,LinearRegression,Linear
177,2.334631824873238,1.164376074639689,0.7196149646690535,1.527950203662815,1,1,1,0,0,0,0,1,0,PolynomialFeatures,PowerTransformer,None,Lasso,Linear
178,1.7764197279848215,1.0104217457508435,0.7864950146252794,1.3328239673658415,1,1,1,0,1,1,0,1,1,PolynomialFeatures,PowerTransformer,None,LinearRegression,Linear
179,1.852184789236667,1.0305620512653173,0.7773889356735215,1.3609499583881353,1,1,1,0,1,1,0,1,1,PolynomialFeatures,PowerTransformer,None,Lasso,Linear
180,6.34074556604438,1.971787732574298,0.2383332849446399,2.5180837091019,0,0,1,0,0,0,0,0,0,None,PowerTransformer,None,LinearRegression,Linear
181,6.337319646081294,1.9710598986687435,0.2387448152886897,2.5174033538710665,0,0,1,0,0,0,0,0,0,None,PowerTransformer,None,Lasso,Linear
182,2.219578467388787,1.1392102389218868,0.7334284235501337,1.4898249787773017,0,1,1,0,1,0,0,0,0,None,PowerTransformer,None,LinearRegression,Linear
183,2.219630753422416,1.1390438404277508,0.7334221439927243,1.4898425263840522,0,1,1,0,1,0,0,0,0,None,PowerTransformer,None,Lasso,Linear
184,2.204588997022164,1.1345183829707173,0.7350074797887096,1.4847858421409343,0,1,1,0,1,1,1,0,0,None,PowerTransformer,None,LinearRegression,Linear
185,2.205580558017162,1.13483489631429,0.7348882937420758,1.4851197116788808,0,1,1,0,1,1,1,0,0,None,PowerTransformer,None,Lasso,Linear
186,2.1569971566150894,1.1160502463151865,0.740728038926036,1.4686719023032644,0,1,1,0,1,1,1,1,1,None,PowerTransformer,None,LinearRegression,Linear
187,2.1580751584407363,1.117537679652108,0.7405984626553768,1.469038855320286,0,1,1,0,1,1,1,1,1,None,PowerTransformer,None,Lasso,Linear
188,2.687529970380585,1.2619592094488314,0.6772325393366672,1.639368771930399,0,1,1,0,0,0,0,1,0,None,PowerTransformer,None,LinearRegression,Linear
189,2.686001430186812,1.261499338072054,0.6774161142334323,1.6389025078346826,0,1,1,0,0,0,0,1,0,None,PowerTransformer,None,Lasso,Linear
190,2.165784202371289,1.1185954015114403,0.7396979344647123,1.4716603556430026,0,1,1,0,1,1,0,1,1,None,PowerTransformer,None,LinearRegression,Linear
191,2.166700917784984,1.11995632009413,0.7395877559365693,1.4719717788683937,0,1,1,0,1,1,0,1,1,None,PowerTransformer,None,Lasso,Linear
192,5.892960033545568,1.871640211319993,0.292122438291863,2.427541973590893,1,0,1,1,0,0,0,0,0,PolynomialFeatures,QuantileTransformer,Normalizer,LinearRegression,Linear
193,5.87772673918023,1.877332114753289,0.2939523009094157,2.4244023468022444,1,0,1,1,0,0,0,0,0,PolynomialFeatures,QuantileTransformer,Normalizer,Lasso,Linear
194,2.224860995758273,1.1225621511813615,0.7327939914109756,1.4915967939621864,1,1,1,1,1,0,0,0,0,PolynomialFeatures,QuantileTransformer,Normalizer,LinearRegression,Linear
195,2.622800007647901,1.2000046448832282,0.6850014797746932,1.6195060999106798,1,1,1,1,1,0,0,0,0,PolynomialFeatures,QuantileTransformer,Normalizer,Lasso,Linear
196,2.229025776938635,1.126560550387382,0.7320701686143088,1.4929922226651533,1,1,1,1,1,1,1,0,0,PolynomialFeatures,QuantileTransformer,Normalizer,LinearRegression,Linear
197,2.6598484616499416,1.205888724493576,0.6802851015836511,1.6309041853064028,1,1,1,1,1,1,1,0,0,PolynomialFeatures,QuantileTransformer,Normalizer,Lasso,Linear
198,2.198908494317358,1.1239348490137602,0.7356902785915009,1.482871705279104,1,1,1,1,1,1,1,1,1,PolynomialFeatures,QuantileTransformer,Normalizer,LinearRegression,Linear
199,2.746742093196499,1.2248486369951923,0.6698404507009078,1.6573298082145569,1,1,1,1,1,1,1,1,1,PolynomialFeatures,QuantileTransformer,Normalizer,Lasso,Linear
200,2.609668694916361,1.219644118977231,0.6865835368855564,1.615446902536992,1,1,1,1,0,0,0,1,0,PolynomialFeatures,QuantileTransformer,Normalizer,LinearRegression,Linear
201,2.8785895058062567,1.272933889224953,0.6542866366808812,1.696640653116109,1,1,1,1,0,0,0,1,0,PolynomialFeatures,QuantileTransformer,Normalizer,Lasso,Linear
202,2.228125975280032,1.1254441885245274,0.7322051786123471,1.4926908505380585,1,1,1,1,1,1,0,1,1,PolynomialFeatures,QuantileTransformer,Normalizer,LinearRegression,Linear
203,2.7418019503922606,1.2244596812048916,0.6704673022388987,1.6558387452865877,1,1,1,1,1,1,0,1,1,PolynomialFeatures,QuantileTransformer,Normalizer,Lasso,Linear
204,6.258350995352126,1.959762372835775,0.2482307333351952,2.5016696415298574,0,0,1,1,0,0,0,0,0,None,QuantileTransformer,Normalizer,LinearRegression,Linear
205,6.26093580703532,1.9604912069795069,0.2479202390875914,2.5021862055081594,0,0,1,1,0,0,0,0,0,None,QuantileTransformer,Normalizer,Lasso,Linear
206,2.7117548446808843,1.2302783401380386,0.674317995730707,1.6467406731725809,0,1,1,1,1,0,0,0,0,None,QuantileTransformer,Normalizer,LinearRegression,Linear
207,2.6986127210599102,1.2243599332891937,0.675896365976686,1.6427454827391583,0,1,1,1,1,0,0,0,0,None,QuantileTransformer,Normalizer,Lasso,Linear
208,2.6635049375507336,1.223266252830358,0.679845591649894,1.632024796855346,0,1,1,1,1,1,1,0,0,None,QuantileTransformer,Normalizer,LinearRegression,Linear
209,2.674451560394244,1.220020144900191,0.678529803002204,1.635375051905294,0,1,1,1,1,1,1,0,0,None,QuantileTransformer,Normalizer,Lasso,Linear
210,2.669523166441437,1.2320810449679396,0.6791221980181967,1.6338675486224203,0,1,1,1,1,1,1,1,1,None,QuantileTransformer,Normalizer,LinearRegression,Linear
211,2.7061448260559606,1.2271811220385227,0.6747202592038958,1.6450364208904191,0,1,1,1,1,1,1,1,1,None,QuantileTransformer,Normalizer,Lasso,Linear
212,2.999809126346036,1.3074648622563427,0.6397283807598665,1.731995706214665,0,1,1,1,0,0,0,1,0,None,QuantileTransformer,Normalizer,LinearRegression,Linear
213,2.995905648102549,1.30490037509112,0.6401971813962466,1.7308684664360112,0,1,1,1,0,0,0,1,0,None,QuantileTransformer,Normalizer,Lasso,Linear
214,2.728080778266718,1.241296723907424,0.6721164275035181,1.6516902791585104,0,1,1,1,1,1,0,1,1,None,QuantileTransformer,Normalizer,LinearRegression,Linear
215,2.7612391381748016,1.2387258330009852,0.6681311783894159,1.6616976674999582,0,1,1,1,1,1,0,1,1,None,QuantileTransformer,Normalizer,Lasso,Linear
216,5.910767070313583,1.8775421873957547,0.2899834110972383,2.4312069163922643,1,0,1,0,0,0,0,0,0,PolynomialFeatures,QuantileTransformer,None,LinearRegression,Linear
217,5.896551661027037,1.8760251092290048,0.2916910027332178,2.4282816272061685,1,0,1,0,0,0,0,0,0,PolynomialFeatures,QuantileTransformer,None,Lasso,Linear
218,2.1193814369843,1.0969741997602565,0.7454620960437861,1.4558095469477796,1,1,1,0,1,0,0,0,0,PolynomialFeatures,QuantileTransformer,None,LinearRegression,Linear
219,2.2480425371310915,1.1213305438358594,0.7300098861769939,1.4993473704018998,1,1,1,0,1,0,0,0,0,PolynomialFeatures,QuantileTransformer,None,Lasso,Linear
220,2.0733598161977453,1.0897845122055136,0.7507812822520702,1.4399166004313393,1,1,1,0,1,1,1,0,0,PolynomialFeatures,QuantileTransformer,None,LinearRegression,Linear
221,2.215821958605352,1.1144381700790174,0.7336572731046582,1.4885637233942497,1,1,1,0,1,1,1,0,0,PolynomialFeatures,QuantileTransformer,None,Lasso,Linear
222,2.047923435492262,1.0861924527260147,0.7538387458597107,1.431056754811724,1,1,1,0,1,1,1,1,1,PolynomialFeatures,QuantileTransformer,None,LinearRegression,Linear
223,2.1902207513352687,1.1084775556369937,0.7367345489343546,1.4799394417797198,1,1,1,0,1,1,1,1,1,PolynomialFeatures,QuantileTransformer,None,Lasso,Linear
224,2.613538270044481,1.2185840179684797,0.6861188079516602,1.616644138344763,1,1,1,0,0,0,0,1,0,PolynomialFeatures,QuantileTransformer,None,LinearRegression,Linear
225,2.690021490940249,1.234401938980071,0.6769333122496779,1.6401284983013524,1,1,1,0,0,0,0,1,0,PolynomialFeatures,QuantileTransformer,None,Lasso,Linear
226,2.0373179472657386,1.081289448932383,0.7551380838198258,1.4273464706460512,1,1,1,0,1,1,0,1,1,PolynomialFeatures,QuantileTransformer,None,LinearRegression,Linear
227,2.213615459535304,1.1140238582473383,0.7339491737971857,1.4878223884373107,1,1,1,0,1,1,0,1,1,PolynomialFeatures,QuantileTransformer,None,Lasso,Linear
228,6.307396034319794,1.969320038296175,0.2423393167295024,2.51145297274701,0,0,1,0,0,0,0,0,0,None,QuantileTransformer,None,LinearRegression,Linear
229,6.332632820348232,1.9700597574784648,0.2393078088866753,2.516472296757553,0,0,1,0,0,0,0,0,0,None,QuantileTransformer,None,Lasso,Linear
230,2.405243624268924,1.164691764334663,0.7111300212685618,1.5508847875548086,0,1,1,0,1,0,0,0,0,None,QuantileTransformer,None,LinearRegression,Linear
231,2.407576172840201,1.1644694131233708,0.7108498819723275,1.5516366110788316,0,1,1,0,1,0,0,0,0,None,QuantileTransformer,None,Lasso,Linear
232,2.386386002260912,1.1603570651529167,0.7131554036647006,1.5447931907737398,0,1,1,0,1,1,1,0,0,None,QuantileTransformer,None,LinearRegression,Linear
233,2.4104708899753065,1.1652397078676515,0.7102603900802801,1.5525691256672942,0,1,1,0,1,1,1,0,0,None,QuantileTransformer,None,Lasso,Linear
234,2.3585750206775518,1.1572408097397495,0.7164982952917927,1.5357652882773305,0,1,1,0,1,1,1,1,1,None,QuantileTransformer,None,LinearRegression,Linear
235,2.3646503005546204,1.1551733505161916,0.7157680441076544,1.5377419486229218,0,1,1,0,1,1,1,1,1,None,QuantileTransformer,None,Lasso,Linear
236,2.903933523467356,1.2930503096952488,0.6512428662620824,1.7040931674845,0,1,1,0,0,0,0,1,0,None,QuantileTransformer,None,LinearRegression,Linear
237,2.8806550579365866,1.2866053730119824,0.6540385676273925,1.6972492621699933,0,1,1,0,0,0,0,1,0,None,QuantileTransformer,None,Lasso,Linear
238,2.363644943302285,1.1598768026718156,0.7159173752121837,1.5374150198636298,0,1,1,0,1,1,0,1,1,None,QuantileTransformer,None,LinearRegression,Linear
239,2.3702140946934707,1.1572870362177068,0.7151278396370017,1.5395499649876487,0,1,1,0,1,1,0,1,1,None,QuantileTransformer,None,Lasso,Linear
240,5.684509669411661,1.8326488138510328,0.3171620337855225,2.384220977470767,1,0,0,1,0,0,0,0,0,PolynomialFeatures,None,Normalizer,LinearRegression,Linear
241,7.339138306969963,2.11891574595704,0.1184037732815025,2.709084403810624,1,0,0,1,0,0,0,0,0,PolynomialFeatures,None,Normalizer,Lasso,Linear
242,1.7827027443990522,1.0109339667053203,0.7858972377421618,1.3351789184970877,1,1,0,1,1,0,0,0,0,PolynomialFeatures,None,Normalizer,LinearRegression,Linear
243,2.0731457809060885,1.0932775732697353,0.751015002557365,1.4398422763990812,1,1,0,1,1,0,0,0,0,PolynomialFeatures,None,Normalizer,Lasso,Linear
244,1.7880491365973237,1.0146433265351438,0.7850757453618086,1.3371795453854818,1,1,0,1,1,1,1,0,0,PolynomialFeatures,None,Normalizer,LinearRegression,Linear
245,2.363962697462977,1.176243160438112,0.7158506942870781,1.537518356788945,1,1,0,1,1,1,1,0,0,PolynomialFeatures,None,Normalizer,Lasso,Linear
